94571_0	i	NN	OUTSIDE	OTHER
94571_0	am	VBP	OUTSIDE	OTHER
94571_0	satisfied	VBN	OUTSIDE	OTHER
94571_0	with	IN	OUTSIDE	OTHER
94571_0	this	DT	OUTSIDE	OTHER
94571_0	drug	NN	OUTSIDE	OTHER
94571_0	,	,	OUTSIDE	OTHER
94571_0	however	RB	OUTSIDE	OTHER
94571_0	i	RB	OUTSIDE	OTHER
94571_0	have	VBP	OUTSIDE	OTHER
94571_0	experienced	VBN	OUTSIDE	OTHER
94571_0	muscle	NN	BEGIN	Disease
94571_0	weakness	NN	INSIDE	Disease
94571_0	during	IN	OUTSIDE	OTHER
94571_0	exercise	NN	OUTSIDE	OTHER
94571_0	and	CC	OUTSIDE	OTHER
94571_0	normal	JJ	OUTSIDE	OTHER
94571_0	activities	NNS	OUTSIDE	OTHER
94571_0	.	.	OUTSIDE	OTHER
94571_1	i	NN	OUTSIDE	OTHER
94571_1	am	VBP	OUTSIDE	OTHER
94571_1	now	RB	OUTSIDE	OTHER
94571_1	coming	VBG	OUTSIDE	OTHER
94571_1	off	IN	OUTSIDE	OTHER
94571_1	of	IN	OUTSIDE	OTHER
94571_1	the	DT	OUTSIDE	OTHER
94571_1	medication	NN	OUTSIDE	OTHER
94571_1	due	JJ	OUTSIDE	OTHER
94571_1	to	TO	OUTSIDE	OTHER
94571_1	this	DT	OUTSIDE	OTHER
94571_1	.	.	OUTSIDE	OTHER
107711_0	i	NN	OUTSIDE	OTHER
107711_0	had	VBD	OUTSIDE	OTHER
107711_0	a	DT	OUTSIDE	OTHER
107711_0	cough	NN	BEGIN	Disease
107711_0	,	,	OUTSIDE	OTHER
107711_0	i	NN	OUTSIDE	OTHER
107711_0	could	MD	OUTSIDE	OTHER
107711_0	feel	VB	OUTSIDE	OTHER
107711_0	it	PRP	OUTSIDE	OTHER
107711_0	in	IN	OUTSIDE	OTHER
107711_0	my	PRP$	OUTSIDE	OTHER
107711_0	chest	NN	OUTSIDE	OTHER
107711_0	.	.	OUTSIDE	OTHER
107711_1	mucinex	NN	OUTSIDE	OTHER
107711_1	dm	NN	OUTSIDE	OTHER
107711_1	helped	VBD	OUTSIDE	OTHER
107711_1	suppress	VB	BEGIN	Disease
107711_1	the	DT	INSIDE	Disease
107711_1	cough	NN	INSIDE	Disease
107711_1	so	IN	OUTSIDE	OTHER
107711_1	i	NN	OUTSIDE	OTHER
107711_1	could	MD	BEGIN	Disease
107711_1	sleep	VB	INSIDE	Disease
107711_1	and	CC	OUTSIDE	OTHER
107711_1	my	PRP$	OUTSIDE	OTHER
107711_1	throat	NN	BEGIN	Disease
107711_1	stopped	VBD	INSIDE	Disease
107711_1	hurting	VBG	INSIDE	Disease
107711_1	from	IN	OUTSIDE	OTHER
107711_1	coughing	VBG	BEGIN	Disease
107711_1	so	RB	OUTSIDE	OTHER
107711_1	much	RB	OUTSIDE	OTHER
107711_1	.	.	OUTSIDE	OTHER
11113_0	i	NNS	OUTSIDE	OTHER
11113_0	have	VBP	OUTSIDE	OTHER
11113_0	used	VBN	OUTSIDE	OTHER
11113_0	this	DT	OUTSIDE	OTHER
11113_0	drug	NN	OUTSIDE	OTHER
11113_0	for	IN	OUTSIDE	OTHER
11113_0	anxiety	NN	BEGIN	Disease
11113_0	and	CC	OUTSIDE	OTHER
11113_0	panic	JJ	BEGIN	Disease
11113_0	attacks	NNS	INSIDE	Disease
11113_0	for	IN	OUTSIDE	OTHER
11113_0	years	NNS	OUTSIDE	OTHER
11113_0	.	.	OUTSIDE	OTHER
11113_1	i	NN	OUTSIDE	OTHER
11113_1	feel	VBP	OUTSIDE	OTHER
11113_1	that	IN	OUTSIDE	OTHER
11113_1	i	NN	OUTSIDE	OTHER
11113_1	am	VBP	OUTSIDE	OTHER
11113_1	addicted	VBN	BEGIN	Disease
11113_1	to	TO	INSIDE	Disease
11113_1	the	DT	INSIDE	Disease
11113_1	drug	NN	INSIDE	Disease
11113_1	,	,	OUTSIDE	OTHER
11113_1	but	CC	OUTSIDE	OTHER
11113_1	i	NNS	OUTSIDE	OTHER
11113_1	need	VBP	OUTSIDE	OTHER
11113_1	something	NN	OUTSIDE	OTHER
11113_1	to	TO	OUTSIDE	OTHER
